,cell_id,distance,channel_1,channel_2,channel_3
0,1,7.8578128189466625,451.95387673956265,110.64970178926441,101.87992047713718
1,2,7.815942043223882,497.96464188576607,121.15049864007253,102.77878513145966
2,3,7.339564735430912,484.69619377162627,109.54948096885813,103.34948096885813
3,4,6.831310750584014,490.62970044614406,105.87954110898661,102.49713193116635
4,5,7.361501922586898,488.246740220662,111.59528585757272,102.54914744232698
5,6,7.181240011345534,305.48228043143297,105.17000513610684,101.86132511556241
6,7,9.888437164897459,575.4316069057105,113.99070385126161,103.42452412571934
7,8,7.724225133714653,405.80548469387753,109.84119897959184,102.69132653061224
8,9,13.1698894891918,668.9240506329114,122.12107870115575,102.663181067694
9,10,16.903387102110784,586.7642209398186,110.65952184666116,102.86809563066777
10,11,9.581957529295408,620.8142253978565,116.64404027281584,102.96232543033453
11,12,7.302684033065145,596.5086206896551,117.8460591133005,103.45525451559935
12,13,7.706528623959094,441.8338926174497,116.7192393736018,102.94574944071589
13,14,15.660534880415737,559.7735352205399,122.76629361421988,102.17314022383147
14,15,13.511896562151582,473.30213903743316,117.3529411764706,103.46829640947288
15,16,9.221821001988706,496.50891007045175,123.42561127227518,104.00207210940738
16,17,19.002819622321127,524.3963466440102,126.76338147833475,103.80416312659304
17,18,14.554418626491248,611.7891008174387,114.10299727520436,102.85449591280654
18,19,7.338942073889005,583.2735368956743,129.65076335877862,102.98600508905852
19,20,17.484486076418367,470.4341755319149,120.66289893617021,104.89295212765957
20,21,8.172430718338896,427.93097913322634,107.19582664526484,102.12584269662922
21,22,6.5765601429595755,425.1901172529313,114.98408710217755,103.52261306532664
22,23,17.868388985034084,627.6259985475672,115.80246913580247,102.3761801016703
23,24,24.305753801869944,636.7992831541219,123.75483870967741,103.75698924731182
24,25,6.9295993037603,600.615293653922,127.3362238864801,103.27906976744185
25,26,23.793393602868566,484.4039483675019,121.83978739559605,103.63629460895976
26,27,14.638894004513972,526.1324983520105,112.69017798286092,102.41067897165458
27,28,27.36141536155225,736.7418604651162,160.54976744186047,105.27395348837209
28,29,19.01413361609825,547.862426035503,114.94970414201184,103.625
29,30,26.165905175142726,689.2867647058823,118.27251838235294,103.9154411764706
30,31,14.163699659313357,514.5992023928216,125.52791625124627,102.93469591226321
31,32,21.940746044498784,535.5854430379746,116.93275316455696,103.98259493670886
32,33,25.91424233437552,719.0634224172318,132.9242122058237,103.78460311128839
33,34,27.706376196861438,636.8009917355372,135.57586776859503,103.38512396694215
34,35,9.444119795086454,356.848044397463,115.45560253699789,102.27325581395348
35,36,24.03074121413088,581.8455001931247,123.5813055233681,102.78988026264967
36,37,20.07503800448252,514.6981792717087,116.20028011204482,103.13655462184875
37,38,29.982945788673366,611.0752606153064,125.49071955250444,103.92295957284516
38,39,10.107243610011134,423.0523751522534,112.61205846528624,102.74390986601705
39,40,31.54123850296094,426.06949524506217,109.11997073884419,104.08632040965618
40,41,4.494329448047788,413.2764456981664,107.92806770098731,101.22284908321579
